Name,Input Shapes,Call Stack,Host Self Duration(us),Host Total Duration(us),Device Self Duration(us),Device Total Duration(us),Device Self Duration With AICore(us),Device Total Duration With AICore(us)
aten::where,"61440,1;
61440,1;
",,15.59,29.55,0,10.62,0,0
empty_tensor,,,11.54,11.54,0,0,0,0
aclnnSWhere,,,2.42,2.42,10.62,10.62,0,0
autograd::engine::evaluate_function: torch::autograd::AccumulateGrad,,,7.15,50.95,0,2.9,0,0
torch::autograd::AccumulateGrad,"61440,1",,16.94,43.8,0,2.9,0,0
aten::add_,"61440,1;
61440,1;
",,14.39,26.86,0,2.9,0,0
aclnnInplaceAdd,,,12.47,12.47,2.9,2.9,0,0
aten::empty,";
;
;
;
;
",,12.58,12.58,0,0,0,0
aten::to,";
;
;
;
;
",,5.95,117.04,0,0,0,0
aten::_to_copy,";
;
;
;
;
;
",,10.57,111.09,0,0,0,0
aten::empty_strided,";
;
;
;
;
",,18.65,24.96,0,0,0,0
empty_tensor,,,6.31,6.31,0,0,0,0
aten::copy_,";
;
",,75.56,75.56,0,0,0,0
aten::lift_fresh,,,2.09,2.09,0,0,0,0
aten::detach_,,,2.67,5.19,0,0,0,0
detach_,,,2.52,2.52,0,0,0,0
aten::to,";
;
;
;
",,3.68,3.68,0,0,0,0
aten::gt,"61440,1;
",,36.08,80.53,0,13.76,0,0
empty_tensor,,,15.82,15.82,0,0,0,0
aclnnGtTensor,,,28.63,28.63,13.76,13.76,0,0
aten::where,"61440,1;
61440,1;
",,42.18,64.46,0,20.240000000000002,0,0
empty_tensor,,,10.17,10.17,0,0,0,0
aclnnSWhere,,,12.11,12.11,20.240000000000002,20.240000000000002,0,0
aten::view,"2560,3072;
",,16.13,16.13,0,0,0,0
aten::sub,"61440,128;
61440,1;
",,23.49,47.55,0,47.1,0,0
empty_tensor,,,12.56,12.56,0,0,0,0
aclnnSub,,,11.5,11.5,47.1,47.1,0,0
aten::mul,"61440,1;
",,37.87,66.44,0,17.62,0,0
empty_tensor,,,11.65,11.65,0,0,0,0
aten::item,,,2.88,5.13,0,0,0,0
aten::_local_scalar_dense,,,2.25,2.25,0,0,0,0
aclnnMuls,,,11.79,11.79,17.62,17.62,0,0
aten::div,"61440,128;
61440,1",,24.21,45.84,0,48.6,0,0
empty_tensor,,,9.85,9.85,0,0,0,0
aclnnDiv,,,11.78,11.78,48.6,48.6,0,0
aten::sub,"61440,128;
;
",,28.24,58.91,0,16.6,0,0
empty_tensor,,,13.57,13.57,0,0,0,0
aten::item,,,2.61,4.34,0,0,0,0
aten::_local_scalar_dense,,,1.73,1.73,0,0,0,0
aclnnSubs,,,12.76,12.76,16.6,16.6,0,0
aten::relu,"61440,128",,23.86,46.7,0,13.54,0,0
empty_tensor,,,11.79,11.79,0,0,0,0
aclnnRelu,,,11.05,11.05,13.54,13.54,0,0
aten::add,"61440,128;
;
",,26.1,59.83,0,15.72,0,0
empty_tensor,,,9.93,9.93,0,0,0,0
aten::item,,,2.63,4.17,0,0,0,0
aten::_local_scalar_dense,,,1.54,1.54,0,0,0,0
aclnnAdds,,,19.63,19.63,15.72,15.72,0,0
aten::rsub,"61440,128;
;
",,22.4,45.22,0,14.58,0,0
empty_tensor,,,10.93,10.93,0,0,0,0
aclnnRsubs,,,11.89,11.89,14.58,14.58,0,0
aten::relu,"61440,128",,22.25,53.71,0,9.0,0,0
empty_tensor,,,19.27,19.27,0,0,0,0
aclnnRelu,,,12.19,12.19,9.0,9.0,0,0
aten::rsub,"61440,128;
;
",,20.31,41.45,0,13.16,0,0
empty_tensor,,,10.62,10.62,0,0,0,0
aclnnRsubs,,,10.52,10.52,13.16,13.16,0,0
aten::mul,"61440,128;
",,37.57,63.93,0,46.68,0,0
empty_tensor,,,10.57,10.57,0,0,0,0
aten::item,,,2.82,4.32,0,0,0,0
aten::_local_scalar_dense,,,1.5,1.5,0,0,0,0
aclnnMuls,,,11.47,11.47,46.68,46.68,0,0
aten::sub,"61440,128;
;
",,29.81,60.35,0,15.12,0,0
empty_tensor,,,10.2,10.2,0,0,0,0
aten::item,,,5.62,8.24,0,0,0,0
aten::_local_scalar_dense,,,2.62,2.62,0,0,0,0
aclnnSubs,,,12.1,12.1,15.12,15.12,0,0
aten::round,"61440,128",,19.44,40.96,0,14.64,0,0
empty_tensor,,,10.73,10.73,0,0,0,0
aclnnRound,,,10.79,10.79,14.64,14.64,0,0
aten::sub,"61440,128;
61440,128;
",,27.54,48.6,0,19.72,0,0
empty_tensor,,,10.8,10.8,0,0,0,0
aclnnSub,,,10.26,10.26,19.72,19.72,0,0
aten::detach,"61440,128",,3.9,10.08,0,0,0,0
detach,"61440,128",,6.18,6.18,0,0,0,0
aten::add,"61440,128;
61440,128;
",,24.41,66.14,0,20.58,0,0
empty_tensor,,,21.3,21.3,0,0,0,0
aclnnAdd,,,20.43,20.43,20.58,20.58,0,0
aten::add,"61440,128;
;
",,78.5,105.64,0,13.42,0,0
empty_tensor,,,9.85,9.85,0,0,0,0
aten::item,,,2.56,5.07,0,0,0,0
aten::_local_scalar_dense,,,2.51,2.51,0,0,0,0
aclnnAdds,,,12.22,12.22,13.42,13.42,0,0
aten::div,"61440,128;
",,28.01,56.12,0,18.88,0,0
empty_tensor,,,13.24,13.24,0,0,0,0
aten::item,,,2.45,3.82,0,0,0,0
aten::_local_scalar_dense,,,1.37,1.37,0,0,0,0
aclnnDivs,,,11.05,11.05,18.88,18.88,0,0
aten::mul,"61440,128;
61440,1",,22.3,42.5,0,45.32,0,0
empty_tensor,,,9.46,9.46,0,0,0,0
aclnnMul,,,10.74,10.74,45.32,45.32,0,0
aten::add,"61440,128;
61440,1;
",,35.19,55.58,0,45.92,0,0
empty_tensor,,,10.4,10.4,0,0,0,0
aclnnAdd,,,9.99,9.99,45.92,45.92,0,0
aten::view,"61440,128;
",,16.16,16.16,0,0,0,0
autograd::engine::evaluate_function: ViewBackward0,,,16.33,39.95,0,0,0,0
ViewBackward0,"2560,3072",,6.8,23.62,0,0,0,0
aten::reshape,"2560,3072;
",,5.6,16.82,0,0,0,0
aten::view,"2560,3072;
",,11.22,11.22,0,0,0,0
autograd::engine::evaluate_function: AddBackward0,,,14.6,91.07,0,30.32,0,0
AddBackward0,"61440,128",,2.97,2.97,0,0,0,0
aten::sum,"61440,128;
;
;
",,36.62,73.5,0,30.32,0,0
empty_tensor,,,18.94,18.94,0,0,0,0
aclnnReduceSum,,,17.94,17.94,30.32,30.32,0,0
autograd::engine::evaluate_function: MulBackward0,,,32.16,154.24,0,90.14,0,0
MulBackward0,"61440,128",,8.16,61.62,0,72.76,0,0
aten::mul,"61440,128;
61440,128",,17.6,32.02,0,27.06,0,0
empty_tensor,,,11.31,11.31,0,0,0,0
aclnnMul,,,3.11,3.11,27.06,27.06,0,0
aten::mul,"61440,128;
61440,1",,10.9,21.44,0,45.7,0,0
empty_tensor,,,8.11,8.11,0,0,0,0
aclnnMul,,,2.43,2.43,45.7,45.7,0,0
aten::sum,"61440,128;
;
;
",,26.28,60.46,0,17.38,0,0
empty_tensor,,,8.76,8.76,0,0,0,0
aclnnReduceSum,,,25.42,25.42,17.38,17.38,0,0
autograd::engine::evaluate_function: DivBackward0,,,20.1,73.92,0,18.58,0,0
DivBackward0,"61440,128",,6.52,53.82,0,18.58,0,0
aten::div,"61440,128;
",,18.48,47.3,0,18.58,0,0
empty_tensor,,,11.31,11.31,0,0,0,0
aten::item,,,2.8,4.33,0,0,0,0
aten::_local_scalar_dense,,,1.53,1.53,0,0,0,0
aclnnDivs,,,13.18,13.18,18.58,18.58,0,0
autograd::engine::evaluate_function: AddBackward0,,,6.3,8.16,0,0,0,0
AddBackward0,"61440,128",,1.86,1.86,0,0,0,0
autograd::engine::evaluate_function: AddBackward0,,,5.0,6.97,0,0,0,0
AddBackward0,"61440,128",,1.97,1.97,0,0,0,0
autograd::engine::evaluate_function: SubBackward0,,,4.7,6.45,0,0,0,0
SubBackward0,"61440,128",,1.75,1.75,0,0,0,0
autograd::engine::evaluate_function: MulBackward0,,,15.51,77.62,0,51.1,0,0
MulBackward0,"61440,128",,4.77,62.11,0,51.1,0,0
aten::mul,"61440,128;
",,30.67,57.34,0,51.1,0,0
empty_tensor,,,10.86,10.86,0,0,0,0
aten::item,,,1.87,3.36,0,0,0,0
aten::_local_scalar_dense,,,1.49,1.49,0,0,0,0
aclnnMuls,,,12.45,12.45,51.1,51.1,0,0
autograd::engine::evaluate_function: RsubBackward1,,,15.74,55.77,0,14.68,0,0
RsubBackward1,"61440,128",,4.37,40.03,0,14.68,0,0
aten::neg,"61440,128",,14.23,35.66,0,14.68,0,0
empty_tensor,,,10.2,10.2,0,0,0,0
aclnnNeg,,,11.23,11.23,14.68,14.68,0,0
autograd::engine::evaluate_function: ReluBackward0,,,20.13,67.18,0,31.72,0,0
ReluBackward0,"61440,128",,8.05,47.05,0,31.72,0,0
aten::threshold_backward,"61440,128;
61440,128;
",,18.42,39.0,0,31.72,0,0
empty_tensor,,,10.15,10.15,0,0,0,0
aclnnThresholdBackward,,,10.43,10.43,31.72,31.72,0,0
autograd::engine::evaluate_function: RsubBackward1,,,14.0,53.68,0,9.4,0,0
RsubBackward1,"61440,128",,3.78,39.68,0,9.4,0,0
aten::neg,"61440,128",,13.08,35.9,0,9.4,0,0
empty_tensor,,,10.28,10.28,0,0,0,0
aclnnNeg,,,12.54,12.54,9.4,9.4,0,0
autograd::engine::evaluate_function: AddBackward0,,,5.99,7.95,0,0,0,0
AddBackward0,"61440,128",,1.96,1.96,0,0,0,0
autograd::engine::evaluate_function: ReluBackward0,,,19.57,69.05,0,29.66,0,0
ReluBackward0,"61440,128",,6.65,49.48,0,29.66,0,0
aten::threshold_backward,"61440,128;
61440,128;
",,17.43,42.83,0,29.66,0,0
empty_tensor,,,9.86,9.86,0,0,0,0
aclnnThresholdBackward,,,15.54,15.54,29.66,29.66,0,0
autograd::engine::evaluate_function: SubBackward0,,,6.77,8.73,0,0,0,0
SubBackward0,"61440,128",,1.96,1.96,0,0,0,0
autograd::engine::evaluate_function: DivBackward0,,,59.99,331.64,0,189.82,0,0
DivBackward0,"61440,128",,29.2,196.92,0,158.94,0,0
aten::neg,"61440,128",,13.69,45.34,0,9.46,0,0
empty_tensor,,,10.31,10.31,0,0,0,0
aclnnNeg,,,21.34,21.34,9.46,9.46,0,0
aten::div,"61440,128;
61440,1",,16.41,35.37,0,52.22,0,0
empty_tensor,,,9.87,9.87,0,0,0,0
aclnnDiv,,,9.09,9.09,52.22,52.22,0,0
aten::div,"61440,128;
61440,1",,12.19,30.13,0,34.98,0,0
empty_tensor,,,8.85,8.85,0,0,0,0
aclnnDiv,,,9.09,9.09,34.98,34.98,0,0
aten::mul,"61440,128;
61440,128",,12.3,28.72,0,27.04,0,0
empty_tensor,,,8.05,8.05,0,0,0,0
aclnnMul,,,8.37,8.37,27.04,27.04,0,0
aten::div,"61440,128;
61440,1",,12.04,28.16,0,35.24,0,0
empty_tensor,,,7.0,7.0,0,0,0,0
aclnnDiv,,,9.12,9.12,35.24,35.24,0,0
aten::sum,"61440,128;
;
;
",,28.87,47.54,0,23.32,0,0
empty_tensor,,,9.5,9.5,0,0,0,0
aclnnReduceSum,,,9.17,9.17,23.32,23.32,0,0
aten::add_,"61440,1;
61440,1;
",,16.7,27.19,0,7.56,0,0
aclnnInplaceAdd,,,10.49,10.49,7.56,7.56,0,0
autograd::engine::evaluate_function: MulBackward0,,,19.37,81.91,0,20.38,0,0
MulBackward0,"61440,1",,5.58,62.54,0,20.38,0,0
aten::mul,"61440,1;
",,30.56,56.96,0,20.38,0,0
empty_tensor,,,11.09,11.09,0,0,0,0
aten::item,,,2.98,4.72,0,0,0,0
aten::_local_scalar_dense,,,1.74,1.74,0,0,0,0
aclnnMuls,,,10.59,10.59,20.38,20.38,0,0
autograd::engine::evaluate_function: SubBackward0,,,37.38,192.17,0,42.32,0,0
SubBackward0,"61440,128",,8.21,67.97,0,14.38,0,0
aten::neg,"61440,128",,16.97,59.76,0,14.38,0,0
empty_tensor,,,11.17,11.17,0,0,0,0
aclnnNeg,,,31.62,31.62,14.38,14.38,0,0
aten::sum,"61440,128;
;
;
",,33.6,55.51,0,20.8,0,0
empty_tensor,,,12.42,12.42,0,0,0,0
aclnnReduceSum,,,9.49,9.49,20.8,20.8,0,0
aten::add_,"61440,1;
61440,1;
",,16.88,31.31,0,7.14,0,0
aclnnInplaceAdd,,,14.43,14.43,7.14,7.14,0,0
autograd::engine::evaluate_function: torch::autograd::AccumulateGrad,,,11.32,54.55,0,2.94,0,0
torch::autograd::AccumulateGrad,"61440,1",,16.39,43.23,0,2.94,0,0
aten::add_,"61440,1;
61440,1;
",,13.86,26.84,0,2.94,0,0
aclnnInplaceAdd,,,12.98,12.98,2.94,2.94,0,0
autograd::engine::evaluate_function: ViewBackward0,,,8.2,26.45,0,0,0,0
ViewBackward0,"61440,128",,4.8,18.25,0,0,0,0
aten::reshape,"61440,128;
",,4.71,13.45,0,0,0,0
aten::view,"61440,128;
",,8.74,8.74,0,0,0,0
autograd::engine::evaluate_function: torch::autograd::AccumulateGrad,,,6.08,49.68,0,27.3,0,0
torch::autograd::AccumulateGrad,"2560,3072",,16.38,43.6,0,27.3,0,0
aten::add_,"2560,3072;
2560,3072;
",,14.26,27.22,0,27.3,0,0
aclnnInplaceAdd,,,12.96,12.96,27.3,27.3,0,0
autograd::engine::evaluate_function: WhereBackward0,,,27.08,133.67,0,15.719999999999999,0,0
WhereBackward0,"61440,1",,4.93,106.59,0,15.719999999999999,0,0
aten::where,"61440,1;
61440,1;
",,14.53,101.66,0,15.719999999999999,0,0
aten::scalar_tensor,";
;
;
;
",,8.0,50.32,0,1.02,0,0
aten::empty,";
;
;
;
;
",,4.63,17.49,0,0,0,0
empty_tensor,,,12.86,12.86,0,0,0,0
aten::fill_,";
",,13.84,24.83,0,1.02,0,0
aclnnInplaceFillScalar,,,10.99,10.99,1.02,1.02,0,0
aten::to,"61440,1;
;
;
;
",,3.13,3.13,0,0,0,0
aten::where,"61440,1;
61440,1;
",,14.88,33.68,0,14.7,0,0
empty_tensor,,,10.54,10.54,0,0,0,0
aclnnSWhere,,,8.26,8.26,14.7,14.7,0,0
autograd::engine::evaluate_function: torch::autograd::AccumulateGrad,,,6.73,57.58,0,2.9,0,0
torch::autograd::AccumulateGrad,"61440,1",,16.16,50.85,0,2.9,0,0
aten::add_,"61440,1;
61440,1;
",,14.46,34.69,0,2.9,0,0
aclnnInplaceAdd,,,20.23,20.23,2.9,2.9,0,0
