Name,Input Shapes,Call Stack,Host Self Duration(us),Host Total Duration(us),Device Self Duration(us),Device Total Duration(us),Device Self Duration With AICore(us),Device Total Duration With AICore(us)
autograd::engine::evaluate_function: torch::autograd::AccumulateGrad,,,7.32,50.72,0,1.64,0,0
torch::autograd::AccumulateGrad,"16384,1",,16.69,43.4,0,1.64,0,0
aten::add_,"16384,1;
16384,1;
",,16.67,26.71,0,1.64,0,0
aclnnInplaceAdd,,,10.04,10.04,1.64,1.64,0,0
aten::empty,";
;
;
;
;
",,18.03,18.03,0,0,0,0
aten::to,";
;
;
;
;
",,5.35,107.97,0,0,0,0
aten::_to_copy,";
;
;
;
;
;
",,11.32,102.62,0,0,0,0
aten::empty_strided,";
;
;
;
;
",,21.07,27.76,0,0,0,0
empty_tensor,,,6.69,6.69,0,0,0,0
aten::copy_,";
;
",,63.54,63.54,0,0,0,0
aten::lift_fresh,,,1.65,1.65,0,0,0,0
aten::detach_,,,2.51,5.24,0,0,0,0
detach_,,,2.73,2.73,0,0,0,0
aten::to,";
;
;
;
",,3.77,3.77,0,0,0,0
aten::gt,"16384,1;
",,35.47,67.65,0,7.48,0,0
empty_tensor,,,16.42,16.42,0,0,0,0
aclnnGtTensor,,,15.76,15.76,7.48,7.48,0,0
aten::where,"16384,1;
16384,1;
",,42.73,65.51,0,9.94,0,0
empty_tensor,,,11.35,11.35,0,0,0,0
aclnnSWhere,,,11.43,11.43,9.94,9.94,0,0
aten::view,"1024,2048;
",,16.41,16.41,0,0,0,0
aten::sub,"16384,128;
16384,1;
",,23.23,60.25,0,23.52,0,0
empty_tensor,,,12.25,12.25,0,0,0,0
aclnnSub,,,24.77,24.77,23.52,23.52,0,0
aten::mul,"16384,1;
",,39.3,67.16,0,5.88,0,0
empty_tensor,,,11.32,11.32,0,0,0,0
aten::item,,,2.8,5.44,0,0,0,0
aten::_local_scalar_dense,,,2.64,2.64,0,0,0,0
aclnnMuls,,,11.1,11.1,5.88,5.88,0,0
aten::div,"16384,128;
16384,1",,22.84,35.72,0,22.92,0,0
empty_tensor,,,9.84,9.84,0,0,0,0
aclnnDiv,,,3.04,3.04,22.92,22.92,0,0
aten::sub,"16384,128;
;
",,23.08,49.05,0,10.2,0,0
empty_tensor,,,12.27,12.27,0,0,0,0
aten::item,,,1.92,3.35,0,0,0,0
aten::_local_scalar_dense,,,1.43,1.43,0,0,0,0
aclnnSubs,,,10.35,10.35,10.2,10.2,0,0
aten::relu,"16384,128",,22.86,46.2,0,8.74,0,0
empty_tensor,,,12.3,12.3,0,0,0,0
aclnnRelu,,,11.04,11.04,8.74,8.74,0,0
aten::add,"16384,128;
;
",,26.57,74.86,0,9.72,0,0
empty_tensor,,,30.63,30.63,0,0,0,0
aten::item,,,2.92,4.34,0,0,0,0
aten::_local_scalar_dense,,,1.42,1.42,0,0,0,0
aclnnAdds,,,13.32,13.32,9.72,9.72,0,0
aten::rsub,"16384,128;
;
",,21.5,43.36,0,9.78,0,0
empty_tensor,,,11.66,11.66,0,0,0,0
aclnnRsubs,,,10.2,10.2,9.78,9.78,0,0
aten::relu,"16384,128",,22.19,49.75,0,4.22,0,0
empty_tensor,,,12.24,12.24,0,0,0,0
aclnnRelu,,,15.32,15.32,4.22,4.22,0,0
aten::rsub,"16384,128;
;
",,20.39,40.03,0,7.22,0,0
empty_tensor,,,10.4,10.4,0,0,0,0
aclnnRsubs,,,9.24,9.24,7.22,7.22,0,0
aten::mul,"16384,128;
",,37.81,62.54,0,27.9,0,0
empty_tensor,,,10.3,10.3,0,0,0,0
aten::item,,,2.75,4.32,0,0,0,0
aten::_local_scalar_dense,,,1.57,1.57,0,0,0,0
aclnnMuls,,,10.11,10.11,27.9,27.9,0,0
aten::sub,"16384,128;
;
",,23.11,46.93,0,7.84,0,0
empty_tensor,,,9.83,9.83,0,0,0,0
aten::item,,,2.26,4.21,0,0,0,0
aten::_local_scalar_dense,,,1.95,1.95,0,0,0,0
aclnnSubs,,,9.78,9.78,7.84,7.84,0,0
aten::round,"16384,128",,18.46,36.95,0,9.26,0,0
empty_tensor,,,9.35,9.35,0,0,0,0
aclnnRound,,,9.14,9.14,9.26,9.26,0,0
aten::sub,"16384,128;
16384,128;
",,18.73,38.9,0,10.98,0,0
empty_tensor,,,10.98,10.98,0,0,0,0
aclnnSub,,,9.19,9.19,10.98,10.98,0,0
aten::detach,"16384,128",,4.01,9.62,0,0,0,0
detach,"16384,128",,5.61,5.61,0,0,0,0
aten::add,"16384,128;
16384,128;
",,20.54,40.66,0,10.92,0,0
empty_tensor,,,10.29,10.29,0,0,0,0
aclnnAdd,,,9.83,9.83,10.92,10.92,0,0
aten::add,"16384,128;
;
",,21.87,44.84,0,7.4,0,0
empty_tensor,,,8.89,8.89,0,0,0,0
aten::item,,,2.5,3.94,0,0,0,0
aten::_local_scalar_dense,,,1.44,1.44,0,0,0,0
aclnnAdds,,,10.14,10.14,7.4,7.4,0,0
aten::div,"16384,128;
",,25.28,61.25,0,9.64,0,0
empty_tensor,,,10.5,10.5,0,0,0,0
aten::item,,,3.05,4.26,0,0,0,0
aten::_local_scalar_dense,,,1.21,1.21,0,0,0,0
aclnnDivs,,,21.21,21.21,9.64,9.64,0,0
aten::mul,"16384,128;
16384,1",,22.3,40.72,0,22.84,0,0
empty_tensor,,,9.12,9.12,0,0,0,0
aclnnMul,,,9.3,9.3,22.84,22.84,0,0
aten::add,"16384,128;
16384,1;
",,20.5,40.0,0,23.2,0,0
empty_tensor,,,10.16,10.16,0,0,0,0
aclnnAdd,,,9.34,9.34,23.2,23.2,0,0
aten::view,"16384,128;
",,15.3,15.3,0,0,0,0
autograd::engine::evaluate_function: ViewBackward0,,,19.41,49.78,0,0,0,0
ViewBackward0,"1024,2048",,9.14,30.37,0,0,0,0
aten::reshape,"1024,2048;
",,6.91,21.23,0,0,0,0
aten::view,"1024,2048;
",,14.32,14.32,0,0,0,0
autograd::engine::evaluate_function: AddBackward0,,,16.02,106.37,0,15.72,0,0
AddBackward0,"16384,128",,3.72,3.72,0,0,0,0
aten::sum,"16384,128;
;
;
",,43.65,86.63,0,15.72,0,0
empty_tensor,,,25.99,25.99,0,0,0,0
aclnnReduceSum,,,16.99,16.99,15.72,15.72,0,0
autograd::engine::evaluate_function: MulBackward0,,,35.94,179.42,0,47.8,0,0
MulBackward0,"16384,128",,10.69,94.06,0,38.18,0,0
aten::mul,"16384,128;
16384,128",,28.31,56.65,0,15.44,0,0
empty_tensor,,,15.24,15.24,0,0,0,0
aclnnMul,,,13.1,13.1,15.44,15.44,0,0
aten::mul,"16384,128;
16384,1",,13.47,26.72,0,22.74,0,0
empty_tensor,,,11.0,11.0,0,0,0,0
aclnnMul,,,2.25,2.25,22.74,22.74,0,0
aten::sum,"16384,128;
;
;
",,27.66,49.42,0,9.62,0,0
empty_tensor,,,10.12,10.12,0,0,0,0
aclnnReduceSum,,,11.64,11.64,9.62,9.62,0,0
autograd::engine::evaluate_function: DivBackward0,,,23.75,101.09,0,9.64,0,0
DivBackward0,"16384,128",,7.12,77.34,0,9.64,0,0
aten::div,"16384,128;
",,38.34,70.22,0,9.64,0,0
empty_tensor,,,13.38,13.38,0,0,0,0
aten::item,,,2.66,4.93,0,0,0,0
aten::_local_scalar_dense,,,2.27,2.27,0,0,0,0
aclnnDivs,,,13.57,13.57,9.64,9.64,0,0
autograd::engine::evaluate_function: AddBackward0,,,7.26,9.48,0,0,0,0
AddBackward0,"16384,128",,2.22,2.22,0,0,0,0
autograd::engine::evaluate_function: AddBackward0,,,5.66,7.75,0,0,0,0
AddBackward0,"16384,128",,2.09,2.09,0,0,0,0
autograd::engine::evaluate_function: SubBackward0,,,5.21,6.62,0,0,0,0
SubBackward0,"16384,128",,1.41,1.41,0,0,0,0
autograd::engine::evaluate_function: MulBackward0,,,18.45,109.57,0,30.58,0,0
MulBackward0,"16384,128",,16.51,91.12,0,30.58,0,0
aten::mul,"16384,128;
",,35.84,74.61,0,30.58,0,0
empty_tensor,,,13.34,13.34,0,0,0,0
aten::item,,,2.3,4.13,0,0,0,0
aten::_local_scalar_dense,,,1.83,1.83,0,0,0,0
aclnnMuls,,,21.3,21.3,30.58,30.58,0,0
autograd::engine::evaluate_function: RsubBackward1,,,17.28,61.56,0,10.12,0,0
RsubBackward1,"16384,128",,4.98,44.28,0,10.12,0,0
aten::neg,"16384,128",,16.23,39.3,0,10.12,0,0
empty_tensor,,,12.06,12.06,0,0,0,0
aclnnNeg,,,11.01,11.01,10.12,10.12,0,0
autograd::engine::evaluate_function: ReluBackward0,,,32.35,85.59,0,17.28,0,0
ReluBackward0,"16384,128",,9.41,53.24,0,17.28,0,0
aten::threshold_backward,"16384,128;
16384,128;
",,20.53,43.83,0,17.28,0,0
empty_tensor,,,12.33,12.33,0,0,0,0
aclnnThresholdBackward,,,10.97,10.97,17.28,17.28,0,0
autograd::engine::evaluate_function: RsubBackward1,,,16.69,55.13,0,4.26,0,0
RsubBackward1,"16384,128",,4.58,38.44,0,4.26,0,0
aten::neg,"16384,128",,13.61,33.86,0,4.26,0,0
empty_tensor,,,10.38,10.38,0,0,0,0
aclnnNeg,,,9.87,9.87,4.26,4.26,0,0
autograd::engine::evaluate_function: AddBackward0,,,17.89,20.23,0,0,0,0
AddBackward0,"16384,128",,2.34,2.34,0,0,0,0
autograd::engine::evaluate_function: ReluBackward0,,,22.75,76.19,0,8.06,0,0
ReluBackward0,"16384,128",,7.8,53.44,0,8.06,0,0
aten::threshold_backward,"16384,128;
16384,128;
",,20.32,45.64,0,8.06,0,0
empty_tensor,,,12.87,12.87,0,0,0,0
aclnnThresholdBackward,,,12.45,12.45,8.06,8.06,0,0
autograd::engine::evaluate_function: SubBackward0,,,6.65,8.68,0,0,0,0
SubBackward0,"16384,128",,2.03,2.03,0,0,0,0
autograd::engine::evaluate_function: DivBackward0,,,83.58,411.52,0,88.4,0,0
DivBackward0,"16384,128",,36.65,242.19,0,69.92,0,0
aten::neg,"16384,128",,26.1,49.09,0,4.06,0,0
empty_tensor,,,13.09,13.09,0,0,0,0
aclnnNeg,,,9.9,9.9,4.06,4.06,0,0
aten::div,"16384,128;
16384,1",,18.83,38.75,0,24.76,0,0
empty_tensor,,,10.97,10.97,0,0,0,0
aclnnDiv,,,8.95,8.95,24.76,24.76,0,0
aten::div,"16384,128;
16384,1",,12.96,38.21,0,13.26,0,0
empty_tensor,,,8.74,8.74,0,0,0,0
aclnnDiv,,,16.51,16.51,13.26,13.26,0,0
aten::mul,"16384,128;
16384,128",,21.92,40.74,0,15.18,0,0
empty_tensor,,,10.35,10.35,0,0,0,0
aclnnMul,,,8.47,8.47,15.18,15.18,0,0
aten::div,"16384,128;
16384,1",,14.34,38.75,0,12.66,0,0
empty_tensor,,,7.76,7.76,0,0,0,0
aclnnDiv,,,16.65,16.65,12.66,12.66,0,0
aten::sum,"16384,128;
;
;
",,33.42,56.74,0,15.2,0,0
empty_tensor,,,12.88,12.88,0,0,0,0
aclnnReduceSum,,,10.44,10.44,15.2,15.2,0,0
aten::add_,"16384,1;
16384,1;
",,19.34,29.01,0,3.28,0,0
aclnnInplaceAdd,,,9.67,9.67,3.28,3.28,0,0
autograd::engine::evaluate_function: MulBackward0,,,23.78,95.89,0,10.759999999999998,0,0
MulBackward0,"16384,1",,6.69,72.11,0,10.759999999999998,0,0
aten::mul,"16384,1;
",,36.06,65.42,0,10.759999999999998,0,0
empty_tensor,,,15.15,15.15,0,0,0,0
aten::item,,,2.93,4.99,0,0,0,0
aten::_local_scalar_dense,,,2.06,2.06,0,0,0,0
aclnnMuls,,,9.22,9.22,10.759999999999998,10.759999999999998,0,0
autograd::engine::evaluate_function: SubBackward0,,,35.72,162.81,0,21.8,0,0
SubBackward0,"16384,128",,5.12,42.78,0,8.92,0,0
aten::neg,"16384,128",,16.27,37.66,0,8.92,0,0
empty_tensor,,,11.94,11.94,0,0,0,0
aclnnNeg,,,9.45,9.45,8.92,8.92,0,0
aten::sum,"16384,128;
;
;
",,29.08,48.71,0,9.5,0,0
empty_tensor,,,11.25,11.25,0,0,0,0
aclnnReduceSum,,,8.38,8.38,9.5,9.5,0,0
aten::add_,"16384,1;
16384,1;
",,15.97,35.6,0,3.38,0,0
aclnnInplaceAdd,,,19.63,19.63,3.38,3.38,0,0
autograd::engine::evaluate_function: torch::autograd::AccumulateGrad,,,9.43,50.53,0,2.32,0,0
torch::autograd::AccumulateGrad,"16384,1",,16.69,41.1,0,2.32,0,0
aten::add_,"16384,1;
16384,1;
",,14.36,24.41,0,2.32,0,0
aclnnInplaceAdd,,,10.05,10.05,2.32,2.32,0,0
autograd::engine::evaluate_function: ViewBackward0,,,8.69,28.31,0,0,0,0
ViewBackward0,"16384,128",,5.56,19.62,0,0,0,0
aten::reshape,"16384,128;
",,4.76,14.06,0,0,0,0
aten::view,"16384,128;
",,9.3,9.3,0,0,0,0
autograd::engine::evaluate_function: torch::autograd::AccumulateGrad,,,8.27,54.47,0,10.9,0,0
torch::autograd::AccumulateGrad,"1024,2048",,18.22,46.2,0,10.9,0,0
aten::add_,"1024,2048;
1024,2048;
",,16.93,27.98,0,10.9,0,0
aclnnInplaceAdd,,,11.05,11.05,10.9,10.9,0,0
autograd::engine::evaluate_function: WhereBackward0,,,38.7,170.06,0,6.32,0,0
WhereBackward0,"16384,1",,6.64,131.36,0,6.32,0,0
aten::where,"16384,1;
16384,1;
",,23.05,124.72,0,6.32,0,0
aten::scalar_tensor,";
;
;
;
",,8.51,58.71,0,0.9,0,0
aten::empty,";
;
;
;
;
",,5.59,22.86,0,0,0,0
empty_tensor,,,17.27,17.27,0,0,0,0
aten::fill_,";
",,17.12,27.34,0,0.9,0,0
aclnnInplaceFillScalar,,,10.22,10.22,0.9,0.9,0,0
aten::to,"16384,1;
;
;
;
",,4.31,4.31,0,0,0,0
aten::where,"16384,1;
16384,1;
",,16.26,38.65,0,5.42,0,0
empty_tensor,,,13.26,13.26,0,0,0,0
aclnnSWhere,,,9.13,9.13,5.42,5.42,0,0
autograd::engine::evaluate_function: torch::autograd::AccumulateGrad,,,7.1,48.91,0,1.74,0,0
torch::autograd::AccumulateGrad,"16384,1",,16.39,41.81,0,1.74,0,0
aten::add_,"16384,1;
16384,1;
",,16.88,25.42,0,1.74,0,0
aclnnInplaceAdd,,,8.54,8.54,1.74,1.74,0,0
aten::empty,";
;
;
;
;
",,19.93,19.93,0,0,0,0
aten::to,";
;
;
;
;
",,6.06,123.75,0,0,0,0
aten::_to_copy,";
;
;
;
;
;
",,10.85,117.69,0,0,0,0
aten::empty_strided,";
;
;
;
;
",,36.83,43.72,0,0,0,0
empty_tensor,,,6.89,6.89,0,0,0,0
aten::copy_,";
;
",,63.12,63.12,0,0,0,0
aten::lift_fresh,,,1.57,1.57,0,0,0,0
aten::detach_,,,3.46,6.2,0,0,0,0
detach_,,,2.74,2.74,0,0,0,0
aten::to,";
;
;
;
",,4.83,4.83,0,0,0,0
aten::gt,"16384,1;
",,36.34,68.2,0,7.42,0,0
empty_tensor,,,16.14,16.14,0,0,0,0
aclnnGtTensor,,,15.72,15.72,7.42,7.42,0,0
aten::where,"16384,1;
16384,1;
",,45.54,83.4,0,10.28,0,0
empty_tensor,,,11.37,11.37,0,0,0,0
aclnnSWhere,,,26.49,26.49,10.28,10.28,0,0
aten::view,"1024,2048;
",,16.52,16.52,0,0,0,0
aten::sub,"16384,128;
16384,1;
",,24.01,48.93,0,23.62,0,0
empty_tensor,,,12.96,12.96,0,0,0,0
aclnnSub,,,11.96,11.96,23.62,23.62,0,0
aten::mul,"16384,1;
",,39.78,67.85,0,6.1,0,0
empty_tensor,,,11.42,11.42,0,0,0,0
aten::item,,,3.02,5.07,0,0,0,0
aten::_local_scalar_dense,,,2.05,2.05,0,0,0,0
aclnnMuls,,,11.58,11.58,6.1,6.1,0,0
aten::div,"16384,128;
16384,1",,22.62,44.01,0,23.38,0,0
empty_tensor,,,11.4,11.4,0,0,0,0
aclnnDiv,,,9.99,9.99,23.38,23.38,0,0
aten::sub,"16384,128;
;
",,25.21,71.26,0,10.14,0,0
empty_tensor,,,32.47,32.47,0,0,0,0
aten::item,,,2.66,4.42,0,0,0,0
aten::_local_scalar_dense,,,1.76,1.76,0,0,0,0
aclnnSubs,,,9.16,9.16,10.14,10.14,0,0
aten::relu,"16384,128",,25.42,47.7,0,8.82,0,0
empty_tensor,,,12.96,12.96,0,0,0,0
aclnnRelu,,,9.32,9.32,8.82,8.82,0,0
aten::add,"16384,128;
;
",,23.36,46.86,0,9.84,0,0
empty_tensor,,,10.21,10.21,0,0,0,0
aten::item,,,2.43,3.69,0,0,0,0
aten::_local_scalar_dense,,,1.26,1.26,0,0,0,0
aclnnAdds,,,9.6,9.6,9.84,9.84,0,0
aten::rsub,"16384,128;
;
",,22.08,43.31,0,9.74,0,0
empty_tensor,,,11.26,11.26,0,0,0,0
aclnnRsubs,,,9.97,9.97,9.74,9.74,0,0
aten::relu,"16384,128",,23.6,56.32,0,3.98,0,0
empty_tensor,,,11.01,11.01,0,0,0,0
aclnnRelu,,,21.71,21.71,3.98,3.98,0,0
aten::rsub,"16384,128;
;
",,19.8,40.39,0,7.48,0,0
empty_tensor,,,11.18,11.18,0,0,0,0
aclnnRsubs,,,9.41,9.41,7.48,7.48,0,0
aten::mul,"16384,128;
",,39.92,64.5,0,27.82,0,0
empty_tensor,,,10.28,10.28,0,0,0,0
aten::item,,,2.6,4.1,0,0,0,0
aten::_local_scalar_dense,,,1.5,1.5,0,0,0,0
aclnnMuls,,,10.2,10.2,27.82,27.82,0,0
aten::sub,"16384,128;
;
",,46.23,71.58,0,7.8,0,0
empty_tensor,,,11.7,11.7,0,0,0,0
aten::item,,,2.69,4.0,0,0,0,0
aten::_local_scalar_dense,,,1.31,1.31,0,0,0,0
aclnnSubs,,,9.65,9.65,7.8,7.8,0,0
aten::round,"16384,128",,17.14,36.74,0,9.34,0,0
empty_tensor,,,10.54,10.54,0,0,0,0
aclnnRound,,,9.06,9.06,9.34,9.34,0,0
aten::sub,"16384,128;
16384,128;
",,19.38,39.14,0,11.08,0,0
empty_tensor,,,10.62,10.62,0,0,0,0
aclnnSub,,,9.14,9.14,11.08,11.08,0,0
aten::detach,"16384,128",,3.35,10.12,0,0,0,0
detach,"16384,128",,6.77,6.77,0,0,0,0
aten::add,"16384,128;
16384,128;
",,19.62,40.48,0,11.02,0,0
empty_tensor,,,10.48,10.48,0,0,0,0
aclnnAdd,,,10.38,10.38,11.02,11.02,0,0
aten::add,"16384,128;
;
",,22.81,56.7,0,7.32,0,0
empty_tensor,,,8.71,8.71,0,0,0,0
aten::item,,,2.1,3.21,0,0,0,0
aten::_local_scalar_dense,,,1.11,1.11,0,0,0,0
aclnnAdds,,,21.97,21.97,7.32,7.32,0,0
aten::div,"16384,128;
",,24.83,51.06,0,9.56,0,0
empty_tensor,,,12.24,12.24,0,0,0,0
aten::item,,,2.68,4.07,0,0,0,0
aten::_local_scalar_dense,,,1.39,1.39,0,0,0,0
aclnnDivs,,,9.92,9.92,9.56,9.56,0,0
aten::mul,"16384,128;
16384,1",,21.66,39.76,0,22.16,0,0
empty_tensor,,,8.7,8.7,0,0,0,0
aclnnMul,,,9.4,9.4,22.16,22.16,0,0
aten::add,"16384,128;
16384,1;
",,20.8,39.92,0,22.5,0,0
empty_tensor,,,10.24,10.24,0,0,0,0
aclnnAdd,,,8.88,8.88,22.5,22.5,0,0
aten::view,"16384,128;
",,16.63,16.63,0,0,0,0
autograd::engine::evaluate_function: ViewBackward0,,,16.68,45.85,0,0,0,0
ViewBackward0,"1024,2048",,8.26,29.17,0,0,0,0
aten::reshape,"1024,2048;
",,6.52,20.91,0,0,0,0
aten::view,"1024,2048;
",,14.39,14.39,0,0,0,0
autograd::engine::evaluate_function: AddBackward0,,,17.47,122.66,0,16.16,0,0
AddBackward0,"16384,128",,3.37,3.37,0,0,0,0
aten::sum,"16384,128;
;
;
",,62.37,101.82,0,16.16,0,0
empty_tensor,,,24.88,24.88,0,0,0,0
aclnnReduceSum,,,14.57,14.57,16.16,16.16,0,0
autograd::engine::evaluate_function: MulBackward0,,,36.51,171.96,0,47.38,0,0
MulBackward0,"16384,128",,10.94,88.45,0,37.660000000000004,0,0
aten::mul,"16384,128;
16384,128",,25.33,50.6,0,15.22,0,0
empty_tensor,,,15.08,15.08,0,0,0,0
aclnnMul,,,10.19,10.19,15.22,15.22,0,0
aten::mul,"16384,128;
16384,1",,13.49,26.91,0,22.44,0,0
empty_tensor,,,10.79,10.79,0,0,0,0
aclnnMul,,,2.63,2.63,22.44,22.44,0,0
aten::sum,"16384,128;
;
;
",,28.18,47.0,0,9.72,0,0
empty_tensor,,,10.3,10.3,0,0,0,0
aclnnReduceSum,,,8.52,8.52,9.72,9.72,0,0
autograd::engine::evaluate_function: DivBackward0,,,24.18,90.28,0,9.48,0,0
DivBackward0,"16384,128",,6.99,66.1,0,9.48,0,0
aten::div,"16384,128;
",,22.13,59.11,0,9.48,0,0
empty_tensor,,,10.65,10.65,0,0,0,0
aten::item,,,2.89,5.02,0,0,0,0
aten::_local_scalar_dense,,,2.13,2.13,0,0,0,0
aclnnDivs,,,21.31,21.31,9.48,9.48,0,0
autograd::engine::evaluate_function: AddBackward0,,,7.14,9.34,0,0,0,0
AddBackward0,"16384,128",,2.2,2.2,0,0,0,0
autograd::engine::evaluate_function: AddBackward0,,,5.1,6.88,0,0,0,0
AddBackward0,"16384,128",,1.78,1.78,0,0,0,0
autograd::engine::evaluate_function: SubBackward0,,,4.85,6.13,0,0,0,0
SubBackward0,"16384,128",,1.28,1.28,0,0,0,0
autograd::engine::evaluate_function: MulBackward0,,,16.74,98.62,0,27.96,0,0
MulBackward0,"16384,128",,6.37,81.88,0,27.96,0,0
aten::mul,"16384,128;
",,49.97,75.51,0,27.96,0,0
empty_tensor,,,12.15,12.15,0,0,0,0
aten::item,,,2.4,4.31,0,0,0,0
aten::_local_scalar_dense,,,1.91,1.91,0,0,0,0
aclnnMuls,,,9.08,9.08,27.96,27.96,0,0
autograd::engine::evaluate_function: RsubBackward1,,,17.77,61.89,0,10.14,0,0
RsubBackward1,"16384,128",,5.32,44.12,0,10.14,0,0
aten::neg,"16384,128",,17.66,38.8,0,10.14,0,0
empty_tensor,,,12.21,12.21,0,0,0,0
aclnnNeg,,,8.93,8.93,10.14,10.14,0,0
autograd::engine::evaluate_function: ReluBackward0,,,24.3,96.49,0,17.38,0,0
ReluBackward0,"16384,128",,10.27,72.19,0,17.38,0,0
aten::threshold_backward,"16384,128;
16384,128;
",,38.79,61.92,0,17.38,0,0
empty_tensor,,,13.39,13.39,0,0,0,0
aclnnThresholdBackward,,,9.74,9.74,17.38,17.38,0,0
autograd::engine::evaluate_function: RsubBackward1,,,16.3,57.45,0,4.24,0,0
RsubBackward1,"16384,128",,5.2,41.15,0,4.24,0,0
aten::neg,"16384,128",,15.54,35.95,0,4.24,0,0
empty_tensor,,,11.02,11.02,0,0,0,0
aclnnNeg,,,9.39,9.39,4.24,4.24,0,0
autograd::engine::evaluate_function: AddBackward0,,,6.13,8.18,0,0,0,0
AddBackward0,"16384,128",,2.05,2.05,0,0,0,0
autograd::engine::evaluate_function: ReluBackward0,,,23.21,86.44,0,7.88,0,0
ReluBackward0,"16384,128",,7.88,63.23,0,7.88,0,0
aten::threshold_backward,"16384,128;
16384,128;
",,20.18,55.35,0,7.88,0,0
empty_tensor,,,25.71,25.71,0,0,0,0
aclnnThresholdBackward,,,9.46,9.46,7.88,7.88,0,0
autograd::engine::evaluate_function: SubBackward0,,,7.03,9.15,0,0,0,0
SubBackward0,"16384,128",,2.12,2.12,0,0,0,0
autograd::engine::evaluate_function: DivBackward0,,,65.49,362.32,0,89.52,0,0
DivBackward0,"16384,128",,34.97,220.68,0,70.86,0,0
aten::neg,"16384,128",,15.2,36.48,0,4.5,0,0
empty_tensor,,,11.72,11.72,0,0,0,0
aclnnNeg,,,9.56,9.56,4.5,4.5,0,0
aten::div,"16384,128;
16384,1",,18.97,43.91,0,24.98,0,0
empty_tensor,,,11.28,11.28,0,0,0,0
aclnnDiv,,,13.66,13.66,24.98,24.98,0,0
aten::div,"16384,128;
16384,1",,14.29,44.97,0,13.12,0,0
empty_tensor,,,22.99,22.99,0,0,0,0
aclnnDiv,,,7.69,7.69,13.12,13.12,0,0
aten::mul,"16384,128;
16384,128",,14.04,31.86,0,15.14,0,0
empty_tensor,,,9.51,9.51,0,0,0,0
aclnnMul,,,8.31,8.31,15.14,15.14,0,0
aten::div,"16384,128;
16384,1",,12.7,28.49,0,13.12,0,0
empty_tensor,,,7.45,7.45,0,0,0,0
aclnnDiv,,,8.34,8.34,13.12,13.12,0,0
aten::sum,"16384,128;
;
;
",,30.63,49.22,0,15.28,0,0
empty_tensor,,,9.78,9.78,0,0,0,0
aclnnReduceSum,,,8.81,8.81,15.28,15.28,0,0
aten::add_,"16384,1;
16384,1;
",,17.73,26.93,0,3.38,0,0
aclnnInplaceAdd,,,9.2,9.2,3.38,3.38,0,0
autograd::engine::evaluate_function: MulBackward0,,,22.76,88.78,0,9.64,0,0
MulBackward0,"16384,1",,6.89,66.02,0,9.64,0,0
aten::mul,"16384,1;
",,32.16,59.13,0,9.64,0,0
empty_tensor,,,12.66,12.66,0,0,0,0
aten::item,,,2.78,4.66,0,0,0,0
aten::_local_scalar_dense,,,1.88,1.88,0,0,0,0
aclnnMuls,,,9.65,9.65,9.64,9.64,0,0
autograd::engine::evaluate_function: SubBackward0,,,37.79,166.66,0,21.58,0,0
SubBackward0,"16384,128",,5.43,40.76,0,8.86,0,0
aten::neg,"16384,128",,14.81,35.33,0,8.86,0,0
empty_tensor,,,11.38,11.38,0,0,0,0
aclnnNeg,,,9.14,9.14,8.86,8.86,0,0
aten::sum,"16384,128;
;
;
",,31.48,63.13,0,9.4,0,0
empty_tensor,,,12.97,12.97,0,0,0,0
aclnnReduceSum,,,18.68,18.68,9.4,9.4,0,0
aten::add_,"16384,1;
16384,1;
",,16.08,24.98,0,3.32,0,0
aclnnInplaceAdd,,,8.9,8.9,3.32,3.32,0,0
autograd::engine::evaluate_function: torch::autograd::AccumulateGrad,,,11.82,51.11,0,2.28,0,0
torch::autograd::AccumulateGrad,"16384,1",,16.33,39.29,0,2.28,0,0
aten::add_,"16384,1;
16384,1;
",,13.59,22.96,0,2.28,0,0
aclnnInplaceAdd,,,9.37,9.37,2.28,2.28,0,0
autograd::engine::evaluate_function: ViewBackward0,,,8.31,30.58,0,0,0,0
ViewBackward0,"16384,128",,6.12,22.27,0,0,0,0
aten::reshape,"16384,128;
",,5.05,16.15,0,0,0,0
aten::view,"16384,128;
",,11.1,11.1,0,0,0,0
autograd::engine::evaluate_function: torch::autograd::AccumulateGrad,,,6.56,46.2,0,10.72,0,0
torch::autograd::AccumulateGrad,"1024,2048",,14.9,39.64,0,10.72,0,0
aten::add_,"1024,2048;
1024,2048;
",,15.03,24.74,0,10.72,0,0
aclnnInplaceAdd,,,9.71,9.71,10.72,10.72,0,0
autograd::engine::evaluate_function: WhereBackward0,,,28.11,144.5,0,6.119999999999999,0,0
WhereBackward0,"16384,1",,5.57,116.39,0,6.119999999999999,0,0
aten::where,"16384,1;
16384,1;
",,17.01,110.82,0,6.119999999999999,0,0
aten::scalar_tensor,";
;
;
;
",,7.72,54.03,0,0.94,0,0
aten::empty,";
;
;
;
;
",,5.54,22.38,0,0,0,0
empty_tensor,,,16.84,16.84,0,0,0,0
aten::fill_,";
",,14.31,23.93,0,0.94,0,0
aclnnInplaceFillScalar,,,9.62,9.62,0.94,0.94,0,0
aten::to,"16384,1;
;
;
;
",,3.07,3.07,0,0,0,0
aten::where,"16384,1;
16384,1;
",,16.4,36.71,0,5.18,0,0
